id,date,title,summary,root_cause,countermeasure,product,client,tags,severity,owner,lead_time_hours,tacit_notes,leadtime_bucket_calc,normalized_tags,summary_ja,severity_pred,leadtime_bucket
187,2025/05/10,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,設備劣化,校正プロセス強化,チラシ,J飲料,品質;後加工,Low,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"品質,加工",原因は設備劣化による支給データ破損で追加工数が発生。対策として校正プロセスを強化して再発防止を図る。,2,～8h
188,2025/05/01,センサー誤検知,センサー誤検知が発生し対応を実施。追加工数が発生。,計画変更未連携,ネットワーク監視強化,POP,G流通,環境,Low,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"環境,センサー,ネットワーク,計画変更",計画変更の未連携によりセンサーの誤検知が発生。対策としてネットワーク監視を強化し再発防止を図る。,2,8-24h
189,2025/06/13,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,システム障害,二重チェック導入,冊子,A商事,データ;後加工;設備,Critical,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"データ,後加工,設備",システム障害が原因で温度上昇アラートが発生し、対応に追加工数が発生。再発防止として二重チェックを導入。,5,24-72h
190,2025/08/26,色ズレ,色ズレが発生し対応を実施。追加工数が発生。,原材料ロット不良,二重チェック導入,カタログ,J飲料,製本;物流;検査,Medium,工程管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"製本,物流,検査",原材料ロット不良により色ズレが発生し追加工数が生じた。対策として検査の二重チェックを導入し再発防止を図る。,3,24-72h
191,2025/07/09,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,設備劣化,標準書改訂,冊子,B食品,後加工;検査,Critical,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"後加工,検査",搬送ベルトの滑りは設備劣化が原因。標準書を改訂して対応し、再発防止を図る。,5,8-24h
192,2025/09/03,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,粉塵堆積,ネットワーク監視強化,チラシ,J飲料,製本,High,製造二課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,製本,粉塵堆積が原因で排気ダクトが詰まり、追加工数が発生。対策としてネットワーク監視を強化。,4,～8h
193,2025/04/05,倉庫ロケミス,倉庫ロケミスが発生し対応を実施。追加工数が発生。,設定ミス,材料受入強化,カタログ,F出版社,品質;工程,High,製造二課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"品質,工程",倉庫ロケーションの設定ミスによりロケミスが発生し追加工数が発生。対策として材料受入を強化し誤設定を防止する。,4,8-24h
194,2025/07/16,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,排気不足,排気改善,ラベル,H化粧品,検査;データ,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"検査,データ",排気不足により排気ダクトが詰まり追加工数が発生。排気能力の改善（清掃・点検強化やダクト改善）で再発を防止する。,2,8-24h
195,2025/05/14,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,外注ミス,材料受入強化,チラシ,H化粧品,製本,Critical,製造一課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,製本,搬送ベルトの滑りが発生し、原因は外注ミス。対策として材料受入を強化する。,5,～8h
196,2025/08/23,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,教育不足,センサー清掃頻度増加,マニュアル,A商事,品質,Medium,工程管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"品質,汚れ,教育,センサー,清掃",教育不足によりインキ汚れが発生し追加工数が発生。対策としてセンサーの清掃頻度を増やし再発防止を図る。,3,～8h
197,2025/04/02,インキ汚れ,インキ汚れが発生し対応を実施。追加工数が発生。,人的ミス,教育訓練実施,カタログ,A商事,安全;印刷,High,製造一課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"安全,印刷",インキ汚れは人的ミスが原因。教育訓練を実施し再発防止を図る。,4,24-72h
198,2025/09/26,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,伝達ミス,校正プロセス強化,パッケージ箱,I自動車,工程;物流;後加工,Low,製造三課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"工程,物流,後加工",伝達ミスによりラベル貼付漏れが発生。対策として校正プロセスを強化し再発防止を図る。,2,～8h
199,2025/06/27,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,要因解析中,湿度管理強化,カタログ,I自動車,印刷,Low,工程管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,印刷,ラベル貼付漏れが発生。原因は解析中だが、湿度管理を強化して再発防止を図る。,2,～8h
200,2025/09/17,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,教育不足,排気改善,名刺,H化粧品,印刷;工程,High,製造一課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"印刷,工程",搬送ベルトの滑りが発生。原因は教育不足で、対策として排気改善を実施。,4,8-24h
201,2025/09/11,給油不足,給油不足が発生し対応を実施。追加工数が発生。,粉塵堆積,二重チェック導入,POP,A商事,データ,Medium,工程管理課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,潤滑,粉塵,確認,データ",粉塵の堆積が原因で給油不足が発生。対策として二重チェックを導入し再発防止を図る。,3,～8h
202,2025/07/12,ラベル貼付漏れ,ラベル貼付漏れが発生し対応を実施。追加工数が発生。,センサー汚れ,校正プロセス強化,POP,F出版社,後加工;安全;製本,Low,品質管理課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"後加工,安全,製本",センサーの汚れが原因でラベル貼付漏れが発生。校正プロセスを強化して検出精度を改善し再発防止を図る。,2,24-72h
203,2025/08/16,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,名刺,J飲料,設備;環境;印刷,Medium,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,環境,印刷",外注ミスにより名刺で折りズレが発生し、追加工数が発生。対策として校正プロセスを強化し、外注品質のチェックを徹底する。,3,8-24h
204,2025/09/21,梱包ミス,梱包ミスが発生し対応を実施。追加工数が発生。,静電気,ネットワーク監視強化,カタログ,D製薬,設備;環境,Critical,製造二課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,環境",梱包ミスが発生し追加工数が発生。原因は静電気で、対策はネットワーク監視強化。,4,8-24h
205,2025/09/09,電源瞬断,電源瞬断が発生し対応を実施。追加工数が発生。,要因解析中,校正プロセス強化,カタログ,A商事,印刷,Medium,品質管理課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"電源,印刷,校正",電源瞬断によりカタログ印刷で追加工数が発生。原因は解析中で、校正プロセス強化により影響低減を図る。,3,～8h
206,2025/06/25,PP剥がれ,PP剥がれが発生し対応を実施。追加工数が発生。,機械疲労,ネットワーク監視強化,マニュアル,A商事,品質;印刷,High,製造一課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"品質,印刷",機械疲労によりPP剥がれが発生。対策としてネットワーク監視を強化。,4,～8h
207,2025/09/22,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,マニュアル,H化粧品,安全,Low,品質管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,安全,支給データ破損の原因は原材料ロット不良。対策としてネットワーク監視を強化して再発防止を図る。,2,8-24h
208,2025/04/16,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,静電気,湿度管理強化,冊子,E通販,後加工,Medium,製造二課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"後加工,設備,排気,静電気,湿度",静電気により排気ダクトが詰まり追加工数が発生。湿度管理を強化して静電気を抑制し再発防止を図る。,3,24-72h
209,2025/04/22,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,外注ミス,IoT監視強化,POP,E通販,環境,Medium,資材課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"寸法,断裁,外注,IoT,環境",外注による断裁寸法不良が発生し追加工数が発生。IoT監視を強化して早期検知と再発防止を図る。,3,～8h
210,2025/08/17,刷版現像不良,刷版現像不良が発生し対応を実施。追加工数が発生。,教育不足,設備点検強化,ラベル,E通販,製本,High,設備保全部,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,製本,教育不足により刷版現像不良が発生。設備点検の強化で再発防止と追加工数の抑制を図る。,4,～8h
211,2025/05/30,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,設定ミス,排気改善,ラベル,D製薬,後加工;環境,High,設備保全部,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,環境",設定ミスにより温度上昇アラートが発生し追加工数が発生。排気改善で再発防止を図る。,4,～8h
212,2025/08/22,折りズレ,折りズレが発生し対応を実施。追加工数が発生。,原材料ロット不良,二重チェック導入,マニュアル,B食品,異物;品質,Medium,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"品質,異物",原材料ロット不良により折りズレが発生し追加工数が必要となった。対策として二重チェックを導入し再発防止を図る。,3,8-24h
213,2025/09/24,異物混入疑い,異物混入疑いが発生し対応を実施。追加工数が発生。,原材料ロット不良,排気改善,冊子,A商事,データ;物流;印刷,Medium,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"データ,物流,印刷",原材料ロット不良により異物混入の疑いが発生。排気改善を実施し再発抑止を図る。,3,8-24h
214,2025/04/19,紙ロット色差,紙ロット色差が発生し対応を実施。追加工数が発生。,センサー汚れ,湿度管理強化,名刺,J飲料,安全,Critical,製造三課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"色,紙,センサー,湿度,安全",紙ロットの色差はセンサー汚れが原因。湿度管理を強化して再発防止を図る。,4,～8h
215,2025/04/19,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,設備劣化,排気改善,ポスター,H化粧品,環境;後加工,Low,設備保全部,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"環境,後加工",設備劣化が原因で紙粉が多発。対策として排気を改善し、追加工数の発生抑制を図る。,2,～8h
216,2025/06/27,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,設備劣化,設備点検強化,冊子,F出版社,製本,Low,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"製本,静電気,設備",設備劣化により製本工程で静電気付着が発生し追加工数が発生。対策として設備の点検を強化する。,2,～8h
217,2025/08/25,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,受入検査不備,湿度管理強化,冊子,G流通,工程;物流;データ,Critical,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"工程,物流,データ",製本で落丁が発生し、原因は受入検査の不備。対策として湿度管理を強化して再発防止を図る。,5,24-72h
218,2025/05/17,RIPエラー,RIPエラーが発生し対応を実施。追加工数が発生。,外注ミス,センサー清掃頻度増加,チラシ,H化粧品,異物;印刷,Critical,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"異物,印刷",外注ミスが原因でRIPエラーが発生し追加工数が発生。対策としてセンサーの清掃頻度を増やす。,5,8-24h
219,2025/04/21,環境湿度異常,環境湿度異常が発生し対応を実施。追加工数が発生。,外注ミス,作業動線見直し,チラシ,C電機,品質;安全,Medium,製造一課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"品質,安全",外注ミスにより環境湿度が異常となり追加工数が発生。作業動線の見直しで再発防止を図る。,3,24-72h
220,2025/04/19,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,作業標準未確認,教育訓練実施,カタログ,I自動車,物流,Low,製造二課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,物流,作業標準の未確認により温度上昇アラートが発生して追加工数が発生。対策として教育訓練を実施する。,2,24-72h
221,2025/07/15,バーコード読取不良,バーコード読取不良が発生し対応を実施。追加工数が発生。,排気不足,教育訓練実施,カタログ,A商事,異物,Medium,製造三課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,異物,排気不足が原因で異物の影響によるバーコード読取不良が発生。対策として教育訓練を実施し再発防止を図る。,3,8-24h
222,2025/08/26,温度上昇アラート,温度上昇アラートが発生し対応を実施。追加工数が発生。,システム障害,教育訓練実施,ラベル,D製薬,設備;印刷,High,製造一課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"設備,印刷",温度上昇アラートはシステム障害が原因。再発防止として教育訓練を実施。,4,8-24h
223,2025/06/13,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,静電気,二重チェック導入,冊子,F出版社,物流,Critical,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"抜き,静電気,検査,物流,品質",静電気により冊子の抜き工程で不良が発生し追加工数が発生。再発防止として二重チェックを導入。,5,8-24h
224,2025/04/08,粉塵センサー警報,粉塵センサー警報が発生し対応を実施。追加工数が発生。,人的ミス,二重チェック導入,名刺,I自動車,異物,Low,製造一課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,異物,粉塵センサーの警報は人的ミスが原因。二重チェックを導入して再発防止を図る。,2,～8h
225,2025/05/16,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,排気不足,ネットワーク監視強化,ラベル,D製薬,後加工,High,設備保全部,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,後加工,抜き不良の原因は排気不足。対策としてネットワーク監視強化を実施した。,4,8-24h
226,2025/07/05,見当不良,見当不良が発生し対応を実施。追加工数が発生。,環境変動,IoT監視強化,ポスター,J飲料,製本;安全,Low,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"製本,安全",環境変動が原因で見当不良が発生し追加工数が発生。IoT監視を強化して環境変動を早期検知・是正する。,2,～8h
227,2025/06/30,環境湿度異常,環境湿度異常が発生し対応を実施。追加工数が発生。,伝達ミス,湿度管理強化,ラベル,H化粧品,製本,Low,製造二課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"環境,湿度,伝達ミス,ラベル,製本",原因は伝達ミスにより湿度管理が不十分となり環境湿度が異常化した。対策として湿度管理を強化し、情報伝達の徹底を行う。,2,24-72h
228,2025/08/14,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,システム障害,標準書改訂,マニュアル,E通販,データ;環境,Medium,工程管理課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"データ,環境",製本落丁の原因はシステム障害。標準書改訂で再発防止を図る。,3,24-72h
229,2025/04/11,仕様変更未反映,仕様変更未反映が発生し対応を実施。追加工数が発生。,原材料ロット不良,校正プロセス強化,ポスター,J飲料,物流;異物,Low,製造一課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"物流,異物混入",原因は原材料ロット不良で仕様変更未反映が発生し、対策として校正プロセスを強化して再発防止を図った。,2,～8h
230,2025/05/15,ローラー摩耗,ローラー摩耗が発生し対応を実施。追加工数が発生。,原材料ロット不良,校正プロセス強化,パッケージ箱,D製薬,製本;安全,Medium,製造三課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"製本,安全",原材料ロット不良によりローラーが摩耗し、追加工数が発生。対策として校正プロセスを強化し、材料ロットの品質確認を徹底する。,3,24-72h
231,2025/08/11,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,教育不足,排気改善,POP,A商事,検査;品質;データ,High,品質管理課,8,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"検査,品質,データ",プリセット値の誤設定は教育不足が原因。対策として排気改善を実施。,4,～8h
232,2025/06/19,搬送ベルト滑り,搬送ベルト滑りが発生し対応を実施。追加工数が発生。,受入検査不備,ネットワーク監視強化,POP,F出版社,製本;異物;後加工,Critical,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"製本,異物,後加工",受入検査の不備により搬送ベルトが滑り追加工数が発生。対策としてネットワーク監視を強化する。,5,～8h
233,2025/04/16,支給データ破損,支給データ破損が発生し対応を実施。追加工数が発生。,静電気,標準書改訂,パッケージ箱,I自動車,物流,High,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,物流,支給データが静電気の影響で破損し追加工数が発生。標準書を改訂して静電気対策とデータ取扱手順を明確化。,4,8-24h
234,2025/07/19,紙粉多発,紙粉多発が発生し対応を実施。追加工数が発生。,外注ミス,材料受入強化,マニュアル,A商事,製本;後加工;物流,Low,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"後加工,物流",外注ミスにより紙粉が多発して追加工数が発生。材料受入強化で再発防止を図る。,2,～8h
235,2025/05/11,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,作業標準未確認,二重チェック導入,マニュアル,H化粧品,製本,Critical,資材課,24,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"静電気,製本,作業標準,チェック,工数",作業標準未確認により静電気付着が発生し追加工数が増加。対策として二重チェックを導入。,5,24-72h
236,2025/05/22,QR印字欠け,QR印字欠けが発生し対応を実施。追加工数が発生。,静電気,試し刷り増加,カタログ,F出版社,データ,High,製造一課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,QRコード,静電気,試し刷り,データ",静電気によりQRコードの印字欠けが発生したため、対策として試し刷りを増やして事前検出・防止を図った。,4,24-72h
237,2025/09/23,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,システム障害,教育訓練実施,ポスター,B食品,物流,Medium,品質管理課,36,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,物流,システム障害により製本で落丁が発生し、追加工数が発生。教育訓練を実施して再発防止を図る。,3,24-72h
238,2025/05/11,プリセット値誤設定,プリセット値誤設定が発生し対応を実施。追加工数が発生。,システム障害,材料受入強化,マニュアル,F出版社,データ;環境,High,製造一課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"データ,環境",システム障害によりプリセット値が誤設定され追加工数が発生。材料受入強化で再発抑制を図る。,4,～8h
239,2025/05/31,静電気付着,静電気付着が発生し対応を実施。追加工数が発生。,要因解析中,湿度管理強化,POP,A商事,検査,Medium,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"静電気,付着,湿度管理,検査",静電気による付着が発生し追加工数が発生。原因は解析中で湿度管理の強化を実施。,3,8-24h
240,2025/09/05,安全カバー未装着,安全カバー未装着が発生し対応を実施。追加工数が発生。,人的ミス,材料受入強化,名刺,B食品,環境,Critical,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"安全,ヒューマンエラー,受入,環境",人的ミスにより安全カバー未装着が発生し追加工数が発生。材料受入の強化（受入時の確認徹底）で再発防止を図る。,5,～8h
241,2025/09/02,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,受入検査不備,標準書改訂,POP,E通販,環境;印刷,Critical,工程管理課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"印刷,環境",受入検査不備が原因で作業手順未遵守が発生し追加工数が発生。対策は標準書改訂。,5,8-24h
242,2025/04/07,版材キズ,版材キズが発生し対応を実施。追加工数が発生。,伝達ミス,試し刷り増加,パッケージ箱,E通販,印刷;物流;安全,Low,資材課,48,現場からのヒアリング情報を基に要因をナレッジ化予定。,24-72h,"印刷,物流,安全",版材キズは伝達ミスが原因。対策として試し刷りを増やして検知精度を高め、再発を抑止する。,2,24-72h
243,2025/08/28,断裁寸法不良,断裁寸法不良が発生し対応を実施。追加工数が発生。,計画変更未連携,センサー清掃頻度増加,POP,J飲料,データ;工程,Medium,品質管理課,6,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"寸法,断裁,工程,データ",計画変更の未連携が原因で断裁寸法不良が発生。対策はセンサーの清掃頻度を増やして検出精度を維持し、再発を抑止する。,3,～8h
244,2025/06/05,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,人的ミス,ネットワーク監視強化,カタログ,C電機,検査,Medium,物流課,2,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,検査,抜き不良は人的ミスが原因。対策としてネットワーク監視の強化を実施。,3,～8h
245,2025/05/11,作業手順未遵守,作業手順未遵守が発生し対応を実施。追加工数が発生。,原材料ロット不良,ネットワーク監視強化,ポスター,I自動車,データ;検査;製本,High,資材課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"データ,検査,製本",原材料ロット不良と作業手順未遵守が原因で追加工数が発生。対策としてネットワーク監視の強化を実施。,4,8-24h
246,2025/04/08,設備モーター異常,設備モーター異常が発生し対応を実施。追加工数が発生。,原材料ロット不良,材料受入強化,パッケージ箱,A商事,設備;印刷,Medium,物流課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,印刷",設備モーター異常は原材料ロット不良が原因。対策として材料受入を強化し、再発防止と早期復旧を図る。,3,～8h
247,2025/05/24,排気ダクト詰まり,排気ダクト詰まりが発生し対応を実施。追加工数が発生。,環境変動,ネットワーク監視強化,チラシ,I自動車,設備;検査;物流,Medium,製造三課,4,現場からのヒアリング情報を基に要因をナレッジ化予定。,～8h,"設備,検査,物流",排気ダクトが環境変動により詰まり、追加工数が発生。対策としてネットワーク監視を強化する。,3,～8h
248,2025/08/20,製本落丁,製本落丁が発生し対応を実施。追加工数が発生。,機械疲労,材料受入強化,ポスター,H化粧品,後加工,High,資材課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"後加工,製本,落丁,機械疲労",製本工程で落丁が発生し、原因は機械疲労。対策として材料受入強化を実施し、再発防止と追加工数の抑制を図る。,4,8-24h
249,2025/05/08,箔押しムラ,箔押しムラが発生し対応を実施。追加工数が発生。,外注ミス,校正プロセス強化,POP,D製薬,安全;データ,Critical,物流課,16,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"箔押し,ムラ,外注,校正,データ",外注ミスが原因で箔押しのムラが発生し、追加工数が発生。対策として校正プロセスを強化する。,5,8-24h
250,2025/08/08,抜き不良,抜き不良が発生し対応を実施。追加工数が発生。,センサー汚れ,ネットワーク監視強化,マニュアル,I自動車,安全;製本,Low,製造三課,12,現場からのヒアリング情報を基に要因をナレッジ化予定。,8-24h,"安全,製本",センサーの汚れが原因で抜き不良が発生。対策としてネットワーク監視を強化。,2,8-24h
